session_id,page,duration_sec,bounce,form_step_reached,element_clicked,timestamp_bucket,device
bbb724af-0a0e-47f6-85af-d14b7c56601b,form,363,false,3,form_next_btn,evening,desktop
c3bf1277-7724-4c8a-9e15-c4d1bfff213b,home,5,true,,,morning,mobile
05682c69-d831-47fc-acee-f51007c3bf16,home,10,true,,hero_cta,afternoon,mobile
6ec82f42-e0c1-49ec-a283-e62db44885f2,confirm,27,false,,,morning,desktop
c84d0461-f8f3-4b0d-8864-55409ac6adc6,home,76,false,,nav_about,afternoon,mobile
0a489ebb-6a38-4cbf-8e2c-552cf29a9e66,home,7,true,,,afternoon,mobile
a304e26c-c1b5-4d29-9b50-e300efccbeab,about,12,true,,nav_form,evening,tablet
2130b76c-4999-4065-8edf-090d6fe114d9,home,24,false,,,evening,desktop
a61b16d8-3919-4aed-8c41-f1a8a4229519,form,396,false,4,form_submit,afternoon,desktop
b48bfb18-df11-4a5a-9720-5edae27eaa95,confirm,7,true,,confirm_home_btn,afternoon,mobile
cadcf93f-b4a4-4e86-a16b-cb6389618ac9,home,12,true,,scroll_banner,afternoon,mobile
20351530-511b-46c8-bf19-d1d15cba5811,home,4,true,,scroll_banner,afternoon,tablet
5e8c5183-a2a1-4f49-9e62-7d8101588da7,about,20,true,,logo,afternoon,mobile
2235c109-3d88-47e7-b79e-08fc66ec75df,about,75,false,,nav_home,evening,mobile
ee3117c4-f668-4e0e-bd15-2bcbdb240238,form,283,false,1,form_next_btn,morning,mobile
aefb8b6d-0cc4-4af2-a83d-7f68c3c0cf01,confirm,5,true,,confirm_home_btn,morning,desktop
7b4deea3-3ae8-4715-86b6-5fd6dd688c6e,home,14,true,,scroll_banner,afternoon,desktop
bdf315bb-ff0e-432d-8a17-d93d37732991,about,19,true,,logo,morning,desktop
e8c29c7c-f4e6-4383-a2b2-b9e595d116e3,form,279,false,,form_field_email,morning,mobile
9c27bd93-4bb3-4e23-80e6-b10d0b8e8249,about,15,true,,nav_form,afternoon,tablet
f597ec3c-41ad-426a-b745-c2bda12f42b3,form,48,false,2,form_field_name,afternoon,mobile
6a914743-8ab6-4bf3-abcc-cfa255eb1c74,home,7,true,,scroll_banner,morning,mobile
3c0aebf7-b62b-4d32-b381-44e3357784d0,home,8,true,,,evening,desktop
3e065f54-329c-490e-a74f-0ed2231e52bb,home,4,true,,scroll_banner,afternoon,desktop
ccecb352-fe15-4575-b9da-ae1ed89822f6,confirm,8,true,,confirm_share_btn,afternoon,desktop
a0bb00ff-6f06-48ad-8d4e-6f96241ab9b2,confirm,10,false,,,afternoon,desktop
68212fca-b574-4c8b-ac4a-6c77a1fa0c58,form,390,false,3,form_cancel,evening,mobile
31a737d0-fb5b-422d-8d4a-5868d64d5652,home,11,true,,hero_cta,evening,desktop
e0077c32-e0b3-4e2f-a894-ce2abd32b13e,home,15,true,,scroll_banner,morning,desktop
fc4499e3-edbe-457f-b994-2213d64637bb,confirm,10,false,,logo,afternoon,mobile
4d19ea81-fd6b-47d1-9096-2a8aa4fe4320,home,9,true,,,afternoon,mobile
978775b5-c02d-4785-9c64-205cc72a5775,confirm,7,true,,,afternoon,desktop
c6b33389-31d3-4add-a334-6cdc323cddf1,home,15,true,,logo,evening,tablet
a1033b3e-106d-4fef-b45f-943a14c1eb7c,about,9,true,,nav_home,afternoon,desktop
9c9541b9-0465-4606-bc71-de2cfaa55965,home,74,false,,nav_form,evening,mobile
591944a2-7a09-4057-922d-bb67fb78ea0d,home,12,true,,,evening,mobile
6964b77d-8e1d-4a39-8ece-38d5409e3c29,home,14,true,,scroll_banner,evening,desktop
e020301b-75f8-4cf5-adb1-fbfefaf25a3e,about,64,false,,team_card,evening,desktop
901499c1-1cfd-4cfa-ad33-5d8baa5706a6,home,15,true,,nav_about,afternoon,tablet
1231c15e-72b5-4833-83c9-63e378e5d63f,about,220,false,,footer_link,morning,mobile
947c4bd6-9db9-407c-a7ce-089d97b09801,home,8,true,,scroll_banner,afternoon,mobile
78f2cf18-b2b3-446e-9081-ec25209eb39e,form,372,false,1,form_cancel,evening,mobile
4eee67d1-fbfd-4c40-ab22-8902cead4da9,form,250,false,2,form_cancel,afternoon,desktop
e2b321fb-4dc0-48fc-8e67-56d9eb2f0f42,form,379,false,2,form_field_name,afternoon,desktop
8dd5b1b6-642f-404a-9e7a-d6c7c42ae58b,home,13,true,,,afternoon,desktop
f6a9a95f-cf99-4867-84c1-d4fc4e3da31b,home,15,true,,,morning,desktop
5be0e3fa-7394-4056-8d57-62dd7885bdc5,form,190,false,1,form_field_email,afternoon,desktop
41ee0cd6-8eaa-486f-ad1f-f9ce42793ff5,home,4,true,,hero_cta,afternoon,desktop
1bfbd966-c472-4b3d-bc3b-9383ebf73420,home,8,true,,,morning,desktop
e8c29c7c-f4e6-4383-a2b2-b9e595d116e3,home,59,false,,hero_cta,morning,desktop
75800c7d-b1af-4daf-baf9-9611d501327d,home,165,false,,scroll_banner,evening,desktop
17c7db78-d02c-457a-be5e-d49f0205467f,form,253,false,3,form_cancel,afternoon,mobile
04f38920-765e-4616-8d08-ce6498c990fe,home,4,true,,,evening,desktop
fa034d3b-6adc-4a46-8617-43852da6c399,home,109,false,,logo,afternoon,tablet
f2f49916-034a-427c-a8af-1f0c72c3e125,about,15,true,,nav_form,evening,mobile
8bcdeae5-f9d6-4db1-9ddd-db5b14ec0e4d,form,306,false,4,form_field_name,morning,mobile
cecd80d5-8791-428c-b5b4-cbff8040688e,form,24,true,1,form_cancel,evening,desktop
6d2a6ea9-ff90-4f7f-91c1-ea64635f8616,home,14,true,,,evening,desktop
84f15f89-2d19-4d65-b8a9-af31635e3ae8,home,81,false,,nav_form,evening,tablet
2a608101-4946-4afd-83b2-6078492e2c18,home,9,true,,nav_about,afternoon,tablet
b9576c23-42df-49e3-8879-365f22677b63,home,6,true,,scroll_banner,morning,desktop
c1668a5e-70d6-410f-8a53-6549e183109b,home,124,false,,nav_about,afternoon,tablet
f332bd76-0890-4ba6-baa7-40f62393dde3,about,124,false,,nav_home,evening,desktop
7028d8d4-7a7e-42fd-8e14-3a30e6b08a0e,confirm,58,false,,logo,evening,mobile
6f8a91cd-7fda-4cca-b95b-265e21dc8d67,confirm,82,false,,confirm_home_btn,morning,tablet
85f38bcf-d7ca-476a-9454-875bb0004d4a,home,7,true,,,morning,mobile
45376969-f86d-4d5c-8079-184318af7ea2,form,201,false,,form_next_btn,morning,desktop
fbf7d938-7c4a-4bb7-b5f1-fe85adf61207,form,22,true,2,form_cancel,afternoon,desktop
bffd1918-c6e8-42c5-83f3-1200d8867415,home,106,false,,nav_about,morning,mobile
309d1f0f-4a6c-48a2-a8d0-f947fb26ba42,form,23,true,,form_field_email,morning,desktop
421cdb2f-2854-402e-93a6-41dd6f451930,home,34,false,,,evening,desktop
658b6332-61b1-4c90-a829-8c0489a1116f,confirm,7,true,,logo,evening,mobile
c860eeaa-795f-476d-81c3-d4b43cf9d066,confirm,19,false,,confirm_home_btn,morning,mobile
e1856f79-1d3a-4344-973c-756ecba80864,confirm,8,true,,,afternoon,desktop
17c7db78-d02c-457a-be5e-d49f0205467f,confirm,12,false,,confirm_home_btn,afternoon,desktop
70d28d00-6ada-4a23-b912-45cd4812b6f4,home,7,true,,,afternoon,desktop
1e9f8fb1-3e5e-45b1-a8c0-ef43ecfd40ac,form,20,true,1,form_back_btn,afternoon,desktop
1b26c10d-aa44-4a25-8a1a-4ba6f59de782,about,94,false,,team_card,afternoon,mobile
5d38ec35-ac1c-4456-9d3a-fe9c2fe596cc,form,45,false,1,form_field_name,afternoon,tablet
64581755-e39a-4330-9001-7bcd51025037,home,34,false,,nav_form,evening,mobile
2d85ac09-e7fc-4276-b057-eb084aa28e8b,home,108,false,,scroll_banner,evening,desktop
3df81e1e-9c16-407c-b0a8-f8da653581c6,about,19,true,,team_card,morning,tablet
2130b76c-4999-4065-8edf-090d6fe114d9,confirm,73,false,,confirm_share_btn,evening,tablet
69ba42b8-c7d0-4e39-a934-c3db99eb22e9,home,5,true,,nav_about,afternoon,mobile
4ab7bd58-1315-4ac3-a022-4e00df2950eb,confirm,74,false,,,morning,desktop
1b183d8f-3b19-47f8-a6e4-6d3a79a8d935,home,14,true,,scroll_banner,evening,desktop
7566fdf8-ce60-46f1-815a-05ca838f2709,confirm,43,false,,confirm_share_btn,afternoon,mobile
6771f4b9-82cb-41b1-87b4-33771c88fb6b,home,12,true,,,afternoon,mobile
73060f22-6238-4779-aa61-e4b3e6894669,confirm,23,false,,logo,afternoon,mobile
e0ded0d1-d052-495b-8007-52d43ed5a9a3,about,234,false,,nav_home,afternoon,desktop
2e19f1ac-7a06-4d49-9f7f-6d09138184ad,home,9,true,,nav_about,evening,tablet
b8fe89f5-13b2-4146-9754-6a2790df55b0,form,304,false,3,form_field_name,afternoon,mobile
5183f317-ab51-4acf-8e73-d519e3e1e5ed,home,4,true,,,afternoon,mobile
5e031a3c-bf39-4707-82bd-10e61c2538bf,form,323,false,1,form_field_email,afternoon,desktop
44501287-99a8-4284-98d4-64bd65735dda,home,11,true,,,morning,desktop
69895e20-4e28-4a02-9541-72b4fa50c073,confirm,18,false,,confirm_home_btn,evening,mobile
a9845208-03c2-4e66-830b-6d93ba448ed5,home,44,false,,nav_about,morning,mobile
85d8c104-9497-457a-8d96-6ca4f6c157ac,confirm,10,true,,confirm_home_btn,afternoon,mobile
57d35eec-f8a5-49fa-b632-7ed09a7359c2,confirm,31,false,,logo,afternoon,desktop
52163292-941b-475f-a470-f2b7d3ab022d,home,6,true,,,evening,mobile
8f80c822-f308-419f-b276-922a4b477d73,home,11,true,,nav_form,morning,tablet
82ff0085-f0d9-457b-b935-d53873b31e64,home,127,false,,footer_link,evening,mobile
d03e5ce1-bffb-470b-a8e5-238f966b6acb,confirm,41,false,,confirm_home_btn,evening,mobile
96218aad-3695-4010-89f1-eb2828899a8a,form,402,false,,form_field_email,afternoon,desktop
c1668a5e-70d6-410f-8a53-6549e183109b,form,92,false,1,form_field_name,afternoon,mobile
6a737250-1ed8-405c-a55c-c9b7b7283038,home,39,false,,scroll_banner,afternoon,desktop
d0dbb3ab-a166-4d4d-b3cc-191a78826eb9,home,169,false,,scroll_banner,evening,desktop
2235c109-3d88-47e7-b79e-08fc66ec75df,form,302,false,4,form_next_btn,evening,desktop
33aaba4c-8620-4310-a7db-610c52a2a473,about,11,true,,team_card,afternoon,mobile
08c91ae8-8ddf-46e1-9550-c12638af92af,form,172,false,,form_submit,afternoon,desktop
1a112387-9419-421f-b78c-778e3a77c09c,confirm,11,false,,confirm_share_btn,morning,tablet
bc9741dc-64d1-4c38-8642-9c4861475d75,home,15,true,,,morning,desktop
bfba79e0-bec3-4aa5-bc87-ee195eb53176,home,4,true,,,morning,desktop
28a0ad5a-be99-43e7-8431-805fc7bdace0,form,15,true,1,form_field_email,morning,desktop
98e00912-b856-43b3-852b-3209e7800cf0,home,103,false,,nav_about,afternoon,mobile
e531442c-cd37-4aba-85b1-3582e2eef79d,home,10,true,,,evening,mobile
a46909af-0abb-45ae-994b-a1ed93eb303c,home,11,true,,,afternoon,mobile
4d361a5e-50cd-4ae6-9c3c-e494773dd14d,home,9,true,,,morning,desktop
0ed974e5-3853-443f-be84-1b3952594de3,home,15,true,,,afternoon,desktop
2654881a-e94e-4445-8c5f-99725683aae4,form,16,true,1,form_next_btn,morning,desktop
bb68edd5-cb4d-463a-ae28-7e4b5c977dd9,home,12,true,,,afternoon,desktop
2fa67321-98dc-4287-b04c-a40978613201,home,5,true,,logo,evening,tablet
7028d8d4-7a7e-42fd-8e14-3a30e6b08a0e,form,278,false,4,form_next_btn,evening,mobile
1cc7da29-d350-442f-b86b-fdcdd6949c2a,confirm,47,false,,confirm_home_btn,afternoon,desktop
f95965c1-bf87-40a8-8856-94d64866b2fb,form,110,false,2,form_next_btn,evening,mobile
20a79103-6abb-4b0e-93fa-3be070b4c040,about,173,false,,footer_link,morning,mobile
46dbd6ca-9901-4e8e-8770-28dfd6477620,home,14,true,,,morning,mobile
4eee67d1-fbfd-4c40-ab22-8902cead4da9,confirm,71,false,,confirm_home_btn,afternoon,mobile
0241960a-594e-4bec-bc56-84ce4244fa9a,home,14,true,,,evening,desktop
7c6a8916-04ca-40bf-8fb8-eaab4113c343,home,5,true,,logo,afternoon,desktop
366bd1c6-5b01-4eab-9dde-82473614da40,home,9,true,,,afternoon,tablet
7017efaa-b3f2-423e-8d94-e70fb4df7401,home,15,true,,,morning,desktop
282b21ee-6acc-45be-ab4c-6520c7753361,home,6,true,,nav_about,afternoon,desktop
4c0262aa-f45f-406e-96eb-9ad621e4d207,form,131,false,2,form_cancel,afternoon,desktop
6b1dcd83-07b4-45d9-a0cc-8cc119134cf0,home,5,true,,,afternoon,mobile
b1b45a0b-bdf3-4e5c-b39b-6d3fdf0b3503,about,18,true,,footer_link,afternoon,desktop
7037e8ed-e7c6-4083-8eab-9d8268bb98ea,about,108,false,,,afternoon,mobile
f95965c1-bf87-40a8-8856-94d64866b2fb,confirm,19,false,,logo,evening,desktop
bb22afb6-d16b-4f23-87d7-13259d4d0ab6,home,10,true,,logo,evening,mobile
77357919-451e-40ab-bd0e-9b49aee47f07,confirm,19,false,,confirm_share_btn,afternoon,tablet
f332bd76-0890-4ba6-baa7-40f62393dde3,form,202,false,1,form_field_email,evening,desktop
d6b59ee6-70d9-4d33-b8e6-a8d04c4a2ae7,home,13,true,,hero_cta,evening,mobile
64581755-e39a-4330-9001-7bcd51025037,about,177,false,,logo,evening,desktop
51616c61-a5f1-4074-bc1a-cc667ff4be30,form,373,false,1,form_cancel,afternoon,desktop
e48d94f7-99f7-49f3-886e-fcbcb630b269,form,469,false,1,form_field_email,afternoon,desktop
2292630c-0d58-41b6-b4be-eb69d205f565,home,8,true,,logo,afternoon,desktop
d3c35f2b-1d87-44bc-8790-149242f7bf8c,home,7,true,,nav_about,afternoon,mobile
498231c6-94a7-4394-8d3f-dcff6f865118,form,79,false,4,form_next_btn,evening,mobile
9b8c2912-7292-4148-b178-4a0e279043ae,about,16,true,,nav_home,evening,mobile
1231c15e-72b5-4833-83c9-63e378e5d63f,home,60,false,,scroll_banner,morning,tablet
f7307a4d-291a-41d8-96cc-a9eabdd20917,home,5,true,,,afternoon,desktop
b1aaab42-aac9-4586-81b3-a50385f8f04c,about,147,false,,logo,afternoon,desktop
7414386f-ed10-40b7-9183-9862f9260f65,about,19,true,,team_card,morning,mobile
e8c29c7c-f4e6-4383-a2b2-b9e595d116e3,about,55,false,,,morning,desktop
1ad21576-3169-4595-8643-c15f745732eb,about,16,true,,nav_form,afternoon,desktop
6122074b-8328-474d-a33e-ebcbd8fee7f8,home,15,true,,nav_about,morning,mobile
f1523e35-3ee6-4e63-ac72-1a1ca48855e2,form,206,false,3,form_submit,evening,desktop
7f703a6f-b035-4397-8f5c-8873aaf01446,about,8,true,,nav_form,afternoon,mobile
e37d1fd9-ca0e-4f5b-a7bd-6e5f3b4cc2d2,about,13,true,,,afternoon,desktop
96f15db0-a73b-4eb1-a477-2ad8187fd47c,form,458,false,4,form_field_email,evening,desktop
e74e0115-d859-4db9-ada5-700c435996eb,home,138,false,,,evening,desktop
59973b29-e698-4485-af97-b47c87cb32e6,home,13,true,,,evening,desktop
e0ded0d1-d052-495b-8007-52d43ed5a9a3,home,27,false,,scroll_banner,afternoon,desktop
623dbaf0-ecd4-49d4-9d62-e78c225d4716,home,9,true,,,afternoon,desktop
6ec0732c-2b47-4821-a34a-dd2b7165f737,about,68,false,,,evening,desktop
7037e8ed-e7c6-4083-8eab-9d8268bb98ea,home,24,false,,hero_cta,afternoon,mobile
ae22189a-c548-4915-bc61-061fcc111832,home,7,true,,,morning,mobile
6215f3aa-795d-4c9f-9f16-d5e689e70d25,home,12,true,,,evening,mobile
96218aad-3695-4010-89f1-eb2828899a8a,confirm,89,false,,logo,afternoon,mobile
db3ec121-f1e3-406e-97b7-ebed6159450b,home,12,true,,,morning,desktop
558d6d4b-7170-41de-bd23-3231eaed6bd6,home,5,true,,,evening,desktop
f454f20d-1cba-41e5-9578-66bab1b09b8a,confirm,27,false,,,evening,desktop
ae98ab58-5c60-41fe-99eb-2a0c1b0e7bfc,form,365,false,1,form_next_btn,afternoon,desktop
f1523e35-3ee6-4e63-ac72-1a1ca48855e2,confirm,52,false,,logo,evening,desktop
a02253e3-3b19-4c73-a87b-19f86b31d36a,about,15,true,,team_card,evening,tablet
c73a09d4-6c3d-4062-8e83-40ec8519496a,confirm,29,false,,,evening,desktop
0419c8d4-e0f9-4645-922d-d00498de3c20,about,8,true,,,afternoon,desktop
dd2b4806-e367-48b5-b780-17950fa5143c,form,50,false,2,form_back_btn,morning,mobile
2b5bb4b5-6714-402c-9357-b3684b952a7f,home,6,true,,scroll_banner,morning,mobile
ab05d262-d192-46e5-ba27-da1bfddfbaaf,about,9,true,,nav_home,morning,desktop
20139dd9-f3c1-45a9-a8c1-53d2a1b607da,about,18,true,,team_card,morning,mobile
75a3f3f3-06dc-4e22-b715-bfe451e5a35e,home,8,true,,logo,afternoon,mobile
180a6b48-27a2-4d90-919a-d4f7f1376ca0,confirm,5,true,,confirm_share_btn,morning,mobile
8cdf863f-1273-4323-9ffd-cf66e20528a6,home,6,true,,,afternoon,mobile
1334aaa6-03b6-4351-a6c1-52402367d4a0,about,87,false,,,morning,mobile
45ef17c1-8921-4d03-9d3f-cab2de47393c,confirm,46,false,,confirm_home_btn,afternoon,mobile
6902c4c9-e9a1-44f4-9b02-3bc9980c2383,confirm,6,true,,logo,afternoon,desktop
b8305bd2-3986-4dfd-b494-ee995b1f70b9,home,7,true,,,morning,desktop
31f6033f-b6f4-4e41-9bd7-4353b202db12,home,11,true,,footer_link,afternoon,desktop
51616c61-a5f1-4074-bc1a-cc667ff4be30,confirm,67,false,,logo,afternoon,desktop
83f946be-f44f-4b16-963e-ad7f3344410b,about,16,true,,,evening,mobile
60029e84-a6cf-435e-9166-da5eeaceff85,about,19,true,,team_card,evening,desktop
8a212357-2fc1-471b-bd17-cea658e1549f,home,4,true,,hero_cta,evening,desktop
32b2e2e4-19d3-4b93-9716-1e7ea7770af0,home,72,false,,scroll_banner,evening,mobile
96f15db0-a73b-4eb1-a477-2ad8187fd47c,confirm,10,false,,,evening,desktop
262853d7-3ac0-443d-be2c-6eed59758a55,home,176,false,,scroll_banner,evening,desktop
42115e0f-63c8-476f-89e4-4e920eed4674,about,12,true,,,afternoon,mobile
b7f5c7e5-abde-4b29-9c11-38bc661a259f,home,8,true,,,afternoon,mobile
78f84327-4885-4f4d-904e-31b441649486,home,5,true,,,afternoon,tablet
84f15f89-2d19-4d65-b8a9-af31635e3ae8,confirm,51,false,,logo,evening,mobile
40c4d370-3200-4ff4-9d2d-b13ba6f63fb4,home,82,false,,logo,evening,desktop
a689cb77-cbc6-4d15-9ec0-9bfc1e854cef,home,13,true,,nav_about,afternoon,desktop
20a79103-6abb-4b0e-93fa-3be070b4c040,form,298,false,2,form_submit,morning,mobile
d4e03784-5da4-41ba-ae61-527a28431b21,confirm,9,true,,confirm_home_btn,morning,tablet
8c641af9-f69f-48ac-8e8c-ffd2046e060b,confirm,7,true,,,afternoon,tablet
34224994-fe0d-4cdc-b702-f647b3700156,form,48,false,1,form_cancel,afternoon,tablet
cf63b8b6-1147-4457-9bb9-fd16c913172b,home,14,true,,hero_cta,afternoon,desktop
a3ac4465-4541-429a-b4f6-9dd272aea9fc,form,20,true,1,form_cancel,morning,mobile
1b26c10d-aa44-4a25-8a1a-4ba6f59de782,home,59,false,,,afternoon,desktop
40c4d370-3200-4ff4-9d2d-b13ba6f63fb4,confirm,51,false,,confirm_share_btn,evening,mobile
279e1d59-5b2e-4168-87b3-a1dd5e5f479e,about,9,true,,,evening,desktop
998ec566-ba13-4d6b-99b4-b5806bc96b5b,about,16,true,,logo,evening,mobile
e8baab79-79f6-4362-9ca2-3879662759e9,about,15,true,,logo,afternoon,tablet
e280660f-ba75-4411-b91a-f7a90e5b5535,confirm,63,false,,logo,morning,desktop
51fba8cd-ed18-4027-a4db-90705dd7ad9f,about,17,true,,nav_home,afternoon,mobile
0376633b-849a-48bf-8456-77860902a38f,home,4,true,,nav_about,afternoon,mobile
58cada33-fcf6-4928-a2de-d02f9078e098,form,478,false,2,form_next_btn,afternoon,mobile
807e9370-77e9-499a-a6e1-0ded317a8209,form,199,false,4,form_next_btn,morning,desktop
63522da1-bf9c-4ef1-87dc-57d15039471a,home,11,true,,scroll_banner,morning,desktop
c18574b9-32a2-4a9b-8039-1112c4878745,about,8,true,,nav_home,afternoon,mobile
5fccafcd-8a13-4b8c-b16e-8c39da74abb3,home,10,true,,logo,afternoon,desktop
6c822398-7249-44ab-b936-a555556bd2ba,confirm,8,true,,logo,morning,tablet
c25c3f18-e2de-4c54-a7b1-babaf4d7c1cd,confirm,9,true,,confirm_home_btn,afternoon,mobile
73060f22-6238-4779-aa61-e4b3e6894669,home,111,false,,footer_link,afternoon,tablet
e0ded0d1-d052-495b-8007-52d43ed5a9a3,form,84,false,2,form_next_btn,afternoon,mobile
ec9c06cb-9eb6-4648-8a4d-3ae0f8ea98da,home,135,false,,hero_cta,evening,mobile
f95965c1-bf87-40a8-8856-94d64866b2fb,home,58,false,,nav_about,evening,desktop
96218aad-3695-4010-89f1-eb2828899a8a,home,146,false,,nav_form,afternoon,mobile
0cdd9ac8-99ae-4942-babd-d8262c2a1dad,home,13,true,,,evening,desktop
82ff0085-f0d9-457b-b935-d53873b31e64,confirm,35,false,,confirm_share_btn,evening,mobile
3a267cdc-4c15-4b02-9ff7-895ff91fcea0,confirm,10,true,,confirm_share_btn,evening,mobile
e12b24c0-8c32-4d88-aa13-3345c9e52c11,about,10,true,,,morning,tablet
fc4499e3-edbe-457f-b994-2213d64637bb,home,32,false,,nav_form,afternoon,mobile
ff247a81-9248-4265-ab74-ea8f3fbfea99,confirm,17,false,,,morning,desktop
ae29718b-c2f8-406e-992f-a0ff36440f2c,about,18,true,,logo,afternoon,mobile
e6a5bae5-6bb1-4e6a-b8a2-e4b38666ba19,home,13,true,,hero_cta,afternoon,mobile
